x,y,z
6.9878154451,12.5789672280,12.6811196961
7.2145509000,12.9598161254,12.9073713419
7.4474403739,13.3461761820,13.1540907193
7.6864446288,13.7373195042,13.4222479839
7.9314953134,14.1324095904,13.7128187224
8.1824916774,14.5304931840,14.0267759542
8.4392971150,14.9304925852,14.3650804265
8.7017355206,15.3311977918,14.7286699193
8.9695875425,15.7312598143,15.1184463713
9.2425866625,16.1291839902,15.5352619356
9.5204152592,16.5233250567,15.9799027631
9.8027006085,16.9118830318,16.4530714556
10.0890109082,17.2929009267,16.9553674925
10.3788514951,17.6642648785,17.4872661939
10.6716610525,18.0237057335,18.0490959069
10.9668084090,18.3688050786,18.6410141966
11.2635894969,18.6970032930,19.2629827145
11.5612248291,19.0056113119,19.9147413927
11.8588578076,19.2918275627,20.5957827112
12.1555536605,19.5527583934,21.3053260953
12.4502993811,19.7854435876,22.0422934542
12.7420048248,19.9868869652,22.8052868920
13.0295049588,20.1540916724,23.5925688535
13.3115635435,20.2841005831,24.4020460760
13.5868784102,20.3740412105,25.2312587860
13.8540882748,20.4211746443,26.0773751800
14.1117813155,20.4229481017,26.9371928287
14.3585055630,20.3770494935,27.8071483999
14.5927809803,20.2814633162,28.6833353674
14.8131133121,20.1345265737,29.5615310533
15.0180095418,19.9349821934,30.4372336004
15.2059947360,19.6820288606,31.3057080957
15.3756300946,19.3753651462,32.1620422034
15.5255319245,19.0152268384,33.0012100380
15.6543910989,18.6024136045,33.8181438574
15.7609925925,18.1383056257,34.6078110941
15.8442346854,17.6248674554,35.3652955446
15.9031472953,17.0646387180,36.0858800491
15.9369089530,16.4607109658,36.7651283050
15.9448619355,15.8166907676,37.3989631934
15.9265250921,15.1366496540,37.9837389668
15.8816039557,14.4250621156,38.5163048003
15.8099978360,13.6867333032,38.9940576802
15.7118036223,12.9267185697,39.4149826657
15.5873161607,12.1502373884,39.7776792419
15.4370251747,11.3625843735,40.0813730321
15.2616088063,10.5690402644,40.3259127113
15.0619239726,9.7747856710,40.5117526293
14.8389938080,8.9848199930,40.6399221215
14.5939925618,8.2038879557,40.7119829845
14.3282283884,7.4364155756,40.7299770495
14.0431245086,6.6864569226,40.6963660143
13.7401992588,5.9576525770,40.6139659151
13.4210455316,5.2532000715,40.4858785558
13.0873100842,4.5758362222,40.3154220812
12.7406732009,3.9278308312,40.1060628914
12.3828291158,3.3109908061,39.8613506887
12.0154675488,2.7266735156,39.5848581498
11.6402566471,2.1758080135,39.2801263977
11.2588275976,1.6589223748,38.9506172334
10.8727609171,1.1761763882,38.5996720875
10.4835747440,0.7273971755,38.2304786671
10.0927149579,0.3121170820,37.8460445208
9.7015472245,-0.0703877324,37.4491775681
9.3113508587,-0.4210589428,37.0424729898
8.9233143960,-0.7410188595,36.6283058210
8.5385327824,-1.0315351269,36.2088286722
8.1580060014,-1.2939877547,35.7859737602
7.7826390050,-1.5298389753,35.3614585590
7.4132427228,-1.7406059393,34.9367942195
7.0505361568,-1.9278367992,34.5132965189
6.6951491337,-2.0930895508,34.0920980591
6.3476257944,-2.2379140153,33.6741617305
6.0084285908,-2.3638366899,33.2602947829
5.6779426558,-2.4723482185,32.8511630688
5.3564804423,-2.5648932926,32.4473051654
5.0442865569,-2.6428628040,32.0491461890
4.7415426272,-2.7075878580,31.6570109071
4.4483722182,-2.7603355731,31.2711362381
4.1648456752,-2.8023063360,30.8916828800
3.8909848591,-2.8346323179,30.5187460525
3.6267677347,-2.8583770537,30.1523653241
3.3721327755,-2.8745358872,29.7925335158
3.1269831660,-2.8840371460,29.4392047015
2.8911907812,-2.8877438741,29.0923013331
2.6645999346,-2.8864560356,28.7517205275
2.4470308750,-2.8809129490,28.4173395995
2.2382830647,-2.8717961074,28.0890208486
2.0381382001,-2.8597320458,27.7666156972
1.8463630064,-2.8452953707,27.4499682272
1.6627117997,-2.8290117849,27.1389181719
1.4869288302,-2.8113611290,26.8333034253
1.3187504174,-2.7927803844,26.5329621226
1.1579068826,-2.7736666134,26.2377343388
1.0041242926,-2.7543798081,25.9474634596
0.8571260264,-2.7352456428,25.6619972624
0.7166341729,-2.7165581100,25.3811887521
0.5823707735,-2.6985820282,25.1048967909
0.4540589219,-2.6815554569,24.8329865285
0.3314237256,-2.6656919429,24.5653297106
0.2141931456,-2.6511826706,24.3018048402
0.1020987212,-2.6381984722,24.0422972490
-0.0051238092,-2.6268917217,23.7866990818
-0.1077339860,-2.6173981085,23.5349092134
-0.2059861903,-2.6098382936,23.2868331232
-0.3001292898,-2.6043194611,23.0423827164
-0.3904063537,-2.6009367572,22.8014761380
-0.4770544367,-2.5997746365,22.5640375452
-0.5603044180,-2.6009081061,22.3299968935
-0.6403808991,-2.6044038852,22.0992896934
-0.7175021435,-2.6103214763,21.8718567925
-0.7918800646,-2.6187141580,21.6476441398
-0.8637202472,-2.6296299023,21.4266025777
-0.9332220055,-2.6431122213,21.2086876317
-1.0005784692,-2.6592009481,20.9938593220
-1.0659766964,-2.6779329555,20.7820819849
-1.1295978087,-2.6993428175,20.5733241134
-1.1916171461,-2.7234634174,20.3675582146
-1.2522044386,-2.7503265037,20.1647606836
-1.3115239916,-2.7799632024,19.9649116973
-1.3697348842,-2.8124044826,19.7679951254
-1.4269911754,-2.8476815841,19.5739984606
-1.4834421210,-2.8858264052,19.3829127672
-1.5392323931,-2.9268718577,19.1947326478
-1.5945023073,-2.9708521864,19.0094562287
-1.6493880515,-3.0178032601,18.8270851632
-1.7040219163,-3.0677628342,18.6476246535
-1.7585325236,-3.1207707885,18.4710834907
-1.8130450655,-3.1768693293,18.2974741101
-1.8676815264,-3.2361031857,18.1268126680
-1.9225609143,-3.2985197677,17.9591191340
-1.9777994867,-3.3641693094,17.7944174017
-2.0335109671,-3.4331049977,17.6327354160
-2.0898067682,-3.5053830650,17.4741053216
-2.1467961987,-3.5810628822,17.3185636248
-2.2045866721,-3.6602070188,17.1661513777
-2.2632839089,-3.7428812864,17.0169143795
-2.3229921277,-3.8291547736,16.8709033948
-2.3838142353,-3.9190998428,16.7281743951
-2.4458520049,-4.0127921273,16.5887888159
-2.5092062484,-4.1103104950,16.4528138353
-2.5739769811,-4.2117369905,16.3203226741
-2.6402635744,-4.3171567674,16.1913949136
-2.7081649022,-4.4266579762,16.0661168378
-2.7777794750,-4.5403316459,15.9445817945
-2.8492055642,-4.6582715258,15.8268905795
-2.9225413141,-4.7805738956,15.7131518422
-2.9978848439,-4.9073373656,15.6034825141
-3.0753343306,-5.0386625927,15.4980082579
-3.1549880872,-5.1746520151,15.3968639411
-3.2369446196,-5.3154095179,15.3001941299
-3.3213026587,-5.4610400069,15.2081536029
-3.4081612037,-5.6116490531,15.1209078923
-3.4976195059,-5.7673423290,15.0386338328
-3.5897770623,-5.9282250912,14.9615201410
-3.6847335902,-6.0944016079,14.8897680112
-3.7825889321,-6.2659743573,14.8235916983
-3.8834430072,-6.4430433945,14.7632191666
-3.9873956700,-6.6257054177,14.7088926867
-4.0945465593,-6.8140528066,14.6608694600
-4.2049949544,-7.0081726962,14.6194222910
-4.3188395019,-7.2081456444,14.5848401156
-4.4361780112,-7.4140445161,14.5574286927
-4.5571071439,-7.6259330502,14.5375111518
-4.6817220324,-7.8438642174,14.5254284614
-4.8101159632,-8.0678787629,14.5215400985
-4.9423798507,-8.2980031675,14.5262242811
-5.0786017825,-8.5342477858,14.5398784738
-5.2188664718,-8.7766047400,14.5629197049
-5.3632545450,-9.0250454016,14.5957844632
-5.5118419537,-9.2795181282,14.6389291277
-5.6646991158,-9.5399454096,14.6928295033
-5.8218900813,-9.8062210097,14.7579806079
-5.9834716612,-10.0782070034,14.8348964488
-6.1494922956,-10.3557303727,14.9241087014
-6.3199909978,-10.6385796128,15.0261660030
-6.4949961449,-10.9265011738,15.1416325051
-6.6745241869,-11.2191956352,15.2710863314
-6.8585782021,-11.5163138095,15.4151171069
-7.0471464050,-11.8174526377,15.5743235820
-7.2402005428,-12.1221511688,15.7493104320
-7.4376941823,-12.4298863168,15.9406846906
-7.6395609103,-12.7400687545,16.1490514782
-7.8457124274,-13.0520388288,16.3750090385
-8.0560365776,-13.3650625363,16.6191433223
-8.2703953038,-13.6783280110,16.8820214144
-8.4886225101,-13.9909417754,17.1641847708
-8.7105219606,-14.3019263182,17.4661409642
-8.9358650083,-14.6102169005,17.7883553807
-9.1643885530,-14.9146608031,18.1312413497
-9.3957928343,-15.2140159434,18.4951500128
-9.6297393595,-15.5069508997,18.8803593325
-9.8658489801,-15.7920465435,19.2870622487
-10.1037000532,-16.0677985952,19.7153542429
-10.3428269098,-16.3326219922,20.1652206854
-10.5827184399,-16.5848565509,20.6365234799
-10.8228171633,-16.8227751128,21.1289879326
-11.0625185492,-17.0445931563,21.6421894947
-11.3011708497,-17.2484808879,22.1755409355
-11.5380755011,-17.4325775597,22.7282805178
-11.7724879645,-17.5950078863,23.2994605437
-12.0036194513,-17.7339010779,23.8879384030
-12.2306391234,-17.8474117730,24.4923683408
-12.4526772706,-17.9337433548,25.1111964448
-12.6688292070,-17.9911728263,25.7426579932
-12.8781600301,-18.0180776894,26.3847776480
-13.0797103398,-18.0129632556,27.0353741881
-13.2725027158,-17.9744916099,27.6920677177
-13.4555491797,-17.9015095293,28.3522925630
-13.6278593808,-17.7930769360,29.0133131717
-13.7884495772,-17.6484925296,29.6722457649
-13.9363522264,-17.4673192135,30.3260829416
-14.0706261511,-17.2494051285,30.9717235381
-14.1903670723,-16.9949015915,31.6060059482
-14.2947183090,-16.7042766190,32.2257445907
-14.3828815079,-16.3783231299,32.8277691578
-14.4541271877,-16.0181617788,33.4089656694
-14.5078048527,-15.6252375849,33.9663184552
-14.5433524076,-15.2013101751,34.4969517978
-14.5603047516,-14.7484378939,34.9981705492
-14.5583012849,-14.2689556230,35.4674984937
-14.5370921120,-13.7654467639,35.9027132441
-14.4965427830,-13.2407101666,36.3018766777
-14.4366375165,-12.6977225137,36.6633605142
-14.3574807143,-12.1395971370,36.9858658395
-14.2592967366,-11.5695405881,37.2684361146
-14.1424279857,-10.9908078408,37.5104637090
-14.0073312863,-10.4066571957,37.7116896614
-13.8545726430,-9.8203062970,37.8721967442
-13.6848205499,-9.2348904926,37.9923964363
-13.4988379624,-8.6534238867,38.0730102465
-13.2974731218,-8.0787644557,38.1150460040
-13.0816494848,-7.5135838827,38.1197701667
-12.8523549780,-6.9603423800,38.0886770678
-12.6106307394,-6.4212687619,38.0234557507
-12.3575596477,-5.8983461422,37.9259556432
-12.0942548988,-5.3933029998,37.7981521553
-11.8218487180,-4.9076093059,37.6421125522
-11.5414814700,-4.4424775540,37.4599631631
-11.2542913438,-3.9988681021,37.2538586316
-10.9614047368,-3.5774981778,37.0259536446
-10.6639273885,-3.1788542300,36.7783772987
-10.3629364651,-2.8032065965,36.5132108533
-10.0594734748,-2.4506265074,36.2324683177
-9.7545382656,-2.1210040492,35.9380807158
-9.4490838976,-1.8140672041,35.6318832507
-9.1440125148,-1.5294011063,35.3156056587
-8.8401721156,-1.2664672326,34.9908653633
-8.5383541993,-1.0246221130,34.6591632428
-8.2392922236,-0.8031352744,34.3218817173
-7.9436608069,-0.6012061842,33.9802848635
-7.6520756037,-0.4179800189,33.6355202604
-7.3650937779,-0.2525621423,33.2886222718
-7.0832149986,-0.1040312237,32.9405164862
-6.8068828836,0.0285490292,32.5920250525
-6.5364868212,0.1461195138,32.2438726841
-6.2723640942,0.2496167135,31.8966930902
-6.0148022566,0.3399649578,31.5510356966
-5.7640416922,0.4180698909,31.2073724516
-5.5202783068,0.4848130472,30.8661046090
-5.2836663079,0.5410474478,30.5275693718
-5.0543210293,0.5875941396,30.1920463086
-4.8323217640,0.6252395448,29.8597634806
-4.6177145747,0.6547335469,29.5309032279
-4.4105150572,0.6767882132,29.2056075883
-4.2107110345,0.6920770815,28.8839833171
-4.0182651589,0.7012349496,28.5661064895
-3.8331174199,0.7048579889,28.2520267449
-3.6551875380,0.7035042632,27.9417711020
-3.4843772387,0.6976945046,27.6353474013
-3.3205724026,0.6879131079,27.3327473889
-3.1636450896,0.6746092997,27.0339494568
-3.0134554344,0.6581984554,26.7389210575
-2.8698534138,0.6390634991,26.4476208313
-2.7326804868,0.6175563661,26.1600004594
-2.6017711172,0.5939995423,25.8760062610
-2.4769541705,0.5686875945,25.5955805723
-2.3580541974,0.5418887125,25.3186629209
-2.2448926076,0.5138462407,25.0451910199
-2.1372887372,0.4847801795,24.7751016013
-2.0350608164,0.4548886552,24.5083311072
-1.9380268421,0.4243493480,24.2448162562
-1.8460053615,0.3933208694,23.9844945005
-1.7588161717,0.3619440871,23.7273043898
-1.6762809418,0.3303433912,23.4731858545
-1.5982237607,0.2986279023,23.2220804201
-1.5244716190,0.2668926267,22.9739313562
-1.4548548265,0.2352195381,22.7286837867
-1.3892073725,0.2036786103,22.4862847494
-1.3273672328,0.1723287832,22.2466832278
-1.2691766283,0.1412188745,22.0098301504
-1.2144822376,0.1103884316,21.7756783713
-1.1631353708,0.0798685294,21.5441826311
-1.1149921045,0.0496825134,21.3152995052
-1.0699133845,0.0198466920,21.0889873416
-1.0277650976,-0.0096290214,20.8652061913
-0.9884181175,-0.0387405136,20.6439177351
-0.9517483248,-0.0674889221,20.4250852054
-0.9176366071,-0.0958801289,20.2086733100
-0.8859688373,-0.1239242943,19.9946481501
-0.8566358416,-0.1516354312,19.7829771531
-0.8295333490,-0.1790310152,19.5736289987
-0.8045619169,-0.2061316271,19.3665735282
-0.7816268716,-0.2329606314,19.1617817030
-0.7606382163,-0.2595438842,18.9592255267
-0.7415105380,-0.2859094692,18.7588779828
-0.7241629207,-0.3120874596,18.5607129925
-0.7085188305,-0.3381097099,18.3647053492
-0.6945060173,-0.3640096657,18.1708306782
-0.6820564074,-0.3898221965,17.9790653963
-0.6711059836,-0.4155834560,17.7893866652
-0.6615946840,-0.4413307498,17.6017723645
-0.6534662850,-0.4671024305,17.4162010577
-0.6466682880,-0.4929378073,17.2326519642
-0.6411518157,-0.5188770653,17.0511049390
-0.6368714968,-0.5449612089,16.8715404511
-0.6337853623,-0.5712320106,16.6939395678
-0.6318547436,-0.5977319731,16.5182839422
-0.6310441659,-0.6245043100,16.3445558034
-0.6313212556,-0.6515929266,16.1727379497
-0.6326566441,-0.6790424169,16.0028137456
-0.6350238749,-0.7068980720,15.8347671207
-0.6383993199,-0.7352058891,15.6685825725
-0.6427620949,-0.7640125961,15.5042451714
-0.6480939821,-0.7933656788,15.3417405684
-0.6543793563,-0.8233134162,15.1810550062
-0.6616051130,-0.8539049258,15.0221753331
-0.6697606058,-0.8851902078,14.8650890187
-0.6788375842,-0.9172202018,14.7097841741
-0.6888301384,-0.9500468446,14.5562495739
-0.6997346476,-0.9837231339,14.4044746812
-0.7115497328,-1.0183031990,14.2544496773
-0.7242762156,-1.0538423719,14.1061654924
-0.7379170799,-1.0903972662,13.9596138416
-0.7524774389,-1.1280258590,13.8147872640
-0.7679645073,-1.1667875753,13.6716791650
-0.7843875766,-1.2067433787,13.5302838639
-0.8017579970,-1.2479558633,13.3905966444
-0.8200891615,-1.2904893508,13.2526138108
-0.8393964957,-1.3344099906,13.1163327490
-0.8596974521,-1.3797858624,12.9817519914
-0.8810115081,-1.4266870835,12.8488712906
-0.9033601688,-1.4751859174,12.7176916942
-0.9267669742,-1.5253568856,12.5882156283
-0.9512575092,-1.5772768864,12.4604469956
-0.9768594200,-1.6310253106,12.3343912650
-1.0036024333,-1.6866841632,12.2100555766
-1.0315183785,-1.7443381866,12.0874488732
-1.0606412161,-1.8040749886,11.9665820065
-1.0910070703,-1.8659851711,11.8474678690
-1.1226542603,-1.9301624555,11.7301215666
-1.1556233429,-1.9967038212,11.6145605479
-1.1899571546,-2.0657096405,11.5008047693
-1.2257008550,-2.1372838045,11.3888769146
-1.2629019796,-2.2115338690,11.2788025569
-1.3016104932,-2.2885711927,11.1706103653
-1.3418788423,-2.3685110593,11.0643323808
-1.3837620187,-2.4514728274,10.9600042209
-1.4273176228,-2.5375800689,10.8576653376
-1.4726059229,-2.6269606778,10.7573593620
-1.5196899285,-2.7197470212,10.6591343635
-1.5686354623,-2.8160760708,10.5630431704
-1.6195112233,-2.9160894855,10.4691437999
-1.6723888690,-3.0199337575,10.3774997842
-1.7273430929,-3.1277603273,10.2881805699
-1.7844516879,-3.2397256207,10.2012620494
-1.8437956344,-3.3559911793,10.1168269729
-1.9054591807,-3.4767237458,10.0349654420
-1.9695299001,-3.6020952270,9.9557755640
-2.0360987806,-3.7322827931,9.8793639696
-2.1052603055,-3.8674689142,9.8058464183
-2.1771124979,-4.0078412314,9.7353485806
-2.2517569966,-4.1535925478,9.6680067305
-2.3292991191,-4.3049207527,9.6039685077
-2.4098479072,-4.4620286617,9.5433937605
-2.4935161863,-4.6251238919,9.4864554099
-2.5804205733,-4.7944185021,9.4333404679
-2.6706815200,-4.9701287785,9.3842510006
-2.7644233154,-5.1524748367,9.3394052025
-2.8617740594,-5.3416800939,9.2990385590
-2.9628656702,-5.5379708539,9.2634050079
-3.0678337852,-5.7415754611,9.2327782582
-3.1768177255,-5.9527236877,9.2074530956
-3.2899603693,-6.1716457487,9.1877467913
-3.4074079910,-6.3985711686,9.1740005836
-3.5293101398,-6.6337277825,9.1665811979
-3.6558193374,-6.8773400432,9.1658824314
-3.7870908423,-7.1296275510,9.1723268100
-3.9232823060,-7.3908031877,9.1863672450
-4.0645534024,-7.6610711143,9.2084887850
-4.2110653122,-7.9406242248,9.2392103072
-4.3629802144,-8.2296416121,9.2790863125
-4.5204606102,-8.5282854523,9.3287085729
-4.6836686205,-8.8366977470,9.3887078872
-4.8527650967,-9.1549964408,9.4597555896
-5.0279086844,-9.4832713410,9.5425651410
-5.2092546804,-9.8215793720,9.6378933463
-5.3969538085,-10.1699395221,9.7465415982
-5.5911507719,-10.5283271289,9.8693566167
-5.7919826806,-10.8966677263,10.0072310911
-5.9995772480,-11.2748302588,10.1611036815
-6.2140508072,-11.6626197296,10.3319587177
-6.4355061096,-12.0597693020,10.5208252284
-6.6640298168,-12.4659316454,10.7287749663
-6.8996898509,-12.8806699327,10.9569200780
-7.1425324391,-13.3034481342,11.2064096768
-7.3925788267,-13.7336208043,11.4784247982
-7.6498217941,-14.1704224691,11.7741727045
-7.9142218393,-14.6129566719,12.0948793248
-8.1857030903,-15.0601848530,12.4417801233
-8.4641489318,-15.5109150076,12.8161093331
-8.7493973788,-15.9637908757,13.2190867581
-9.0412361907,-16.4172810769,13.6519029672
-9.3393977856,-16.8696694548,14.1157015991
-9.6435539952,-17.3190462716,14.6115596072
-9.9533106637,-17.7633007461,15.1404648125
-10.2682023176,-18.2001163291,15.7032907859
-10.5876867224,-18.6269673062,16.3007694091
-10.9111398016,-19.0411199524,16.9334607478
-11.2378506377,-19.4396360119,17.6017209135
-11.5670171779,-19.8193822446,18.3056680145
-11.8977422557,-20.1770431295,19.0451466773
-12.2290306105,-20.5091407217,19.8196918907
-12.5597868289,-20.8120602988,20.6284928303
-12.8888145329,-21.0820827563,21.4703578756
-13.2148170248,-21.3154243432,22.3436818585
-13.5363995582,-21.5082835499,23.2464166813
-13.8520735281,-21.6568954440,24.1760469807
-14.1602628190,-21.7575928993,25.1295727250
-14.4593123475,-21.8068739972,26.1034995711
-14.7474990522,-21.8014748338,27.0938390510
-15.0230454148,-21.7384460410,28.0961202925
-15.2841354660,-21.6152309749,29.1054142770
-15.5289332256,-21.4297440224,30.1163712725
-15.7556035078,-21.1804463753,31.1232726507
-15.9623346415,-20.8664142777,32.1200972086
-16.1473629690,-20.4874014998,33.1006001784
-16.3089985328,-20.0438881546,34.0584054628
-16.4456514091,-19.5371159354,34.9871080126
-16.5558580676,-18.9691065416,35.8803841782
-16.6383070625,-18.3426612184,36.7321069197
-16.6918632972,-17.6613403803,37.5364620709
-16.7155901376,-16.9294226762,38.2880618272
-16.7087686471,-16.1518440390,38.9820512417
-16.6709133156,-15.3341180107,39.6142038997
-16.6017837061,-14.4822395899,40.1810029992
-16.5013915999,-13.6025756685,40.6797047673
-16.3700033598,-12.7017457764,41.1083818557
-16.2081374018,-11.7864973042,41.4659452489
-16.0165568355,-10.8635795806,41.7521441921
-15.7962575069,-9.9396212369,41.9675446356
-15.5484518359,-9.0210148660,42.1134876650
-15.2745489665,-8.1138125934,42.1920301291
-14.9761318654,-7.2236355662,42.2058704041
-14.6549320827,-6.3555995124,42.1582626940
-14.3128029231,-5.5142577027,42.0529235099
-13.9516917858,-4.7035618062,41.8939340038
-13.5736124016,-3.9268403491,41.6856416692
-13.1806176557,-3.1867937693,41.4325646622
-12.7747735625,-2.4855045679,41.1393013266
-12.3581349747,-1.8244604160,40.8104474836
-11.9327232925,-1.2045883385,40.4505225460
-11.5005066354,-0.6262972539,40.0639061875
-11.0633825485,-0.0895267179,39.6547856568
-10.6231634037,0.4062003936,39.2271139948
-10.1815644699,0.8617233960,38.7845787079
-9.7401946011,1.2781890120,38.3305803028
-9.3005494148,1.6569981180,37.8682197304
-8.8640067773,1.9997549681,37.4002937020
-8.4318243911,2.3082198910,36.9292967321
-8.0051392580,2.5842660501,36.4574287793
-7.5849687663,2.8298406746,35.9866073084
-7.1722131640,3.0469309110,35.5184827410
-6.7676591859,3.2375342882,35.0544563517
-6.3719846058,3.4036336669,34.5956997358
-5.9857635088,3.5471764268,34.1431751251
-5.6094720953,3.6700575807,33.6976559428
-5.2434948423,3.7741064428,33.2597470831
-4.8881308904,3.8610764915,32.8299045626
-4.5436005151,3.9326380218,32.4084542128
-4.2100515867,3.9903732167,31.9956092285
-3.8875659266,4.0357732728,31.5914864207
-3.5761654914,4.0702372374,31.1961211075
-3.2758183378,4.0950723096,30.8094806144
-2.9864443113,4.1114952349,30.4314763918
-2.7079204294,4.1206345808,30.0619747744
-2.4400859726,4.1235337704,29.7008064983
-2.1827472358,4.1211546323,29.3477749954
-1.9356819413,4.1143812607,29.0026635736
-1.6986433256,4.1040241444,28.6652415847
-1.4713639047,4.0908244191,28.3352696655
-1.2535589194,4.0754581649,28.0125041447
-1.0449294792,4.0585406879,27.6967007131
-0.8451654169,4.0406307333,27.3876174352
-0.6539478675,4.0222345792,27.0850171870
-0.4709515845,4.0038099576,26.7886696059
-0.2958470247,3.9857698906,26.4983525821
-0.1283021942,3.9684862524,26.2138534167
0.0320157098,3.9522932121,25.9349696355
0.1854388533,3.9374904462,25.6615095610
0.3322974969,3.9243461776,25.3932926582
0.4729188961,3.9131000214,25.1301496936
0.6076263479,3.9039656352,24.8719227694
0.7367383804,3.8971332072,24.6184652109
0.8605680635,3.8927717536,24.3696413969
0.9794224363,3.8910312642,24.1253264935
1.0936020376,3.8920446835,23.8854061550
1.2034005276,3.8959297463,23.6497761865
1.3091043970,3.9027906719,23.4183421785
1.4109927487,3.9127197259,23.1910191397
1.5093371462,3.9257986573,22.9677311318
1.6044015259,3.9421000194,22.7484108968
1.6964421576,3.9616883813,22.5329995111
1.7857076551,3.9846214368,22.3214460495
1.8724390271,4.0109510167,22.1137072709
1.9568697640,4.0407240125,21.9097473290
2.0392259534,4.0739832179,21.7095375081
2.1197264295,4.1107680836,21.5130559842
2.1985829471,4.1511153967,21.3202876129
2.2760003457,4.1950599237,21.1312237561
2.3521767652,4.2426349462,20.9458621284
2.4273038686,4.2938727457,20.7642066629
2.5015670441,4.3488050620,20.5862674325
2.5751456607,4.4074634449,20.4120605661
2.6482132921,4.4698795975,20.2416082165
2.7209379557,4.5360856539,20.0749385452
2.7934823532,4.6061144099,19.9120857337
2.8660041068,4.6799995135,19.7530900218
2.9386559994,4.7577756031,19.5979977659
3.0115862006,4.8394784156,19.4468615260
3.0849384954,4.9251448407,19.2997401702
3.1588524996,5.0148129468,19.1566990042
3.2334638707,5.1085219552,19.0178099186
3.3089045058,5.2063121861,18.8831515583
3.3853027317,5.3082249533,18.7528095080
3.4627834810,5.4143024274,18.6268764963
3.5414684546,5.5245874525,18.5054526160
3.6214762713,5.6391233228,18.3886455585
3.7029226005,5.7579535172,18.2765708625
3.7859202797,5.8811213845,18.1693521733
3.8705794132,6.0086697888,18.0671215136
3.9570074525,6.1406406974,17.9700195595
4.0453092563,6.2770747369,17.8781959311
4.1355871284,6.4180106641,17.7918094685
4.2279408360,6.5634848110,17.7110285278
4.3224676043,6.7135304731,17.6360312750
4.4192620707,6.8681771815,17.5670059275
4.5184162465,7.0274500096,17.5041510787
4.6200194086,7.1913687097,17.4476758999
4.7241579848,7.3599468304,17.3978003823
4.8309154227,7.5331907931,17.3547555934
4.9403719693,7.7110987738,17.3187837405
5.0526044909,7.8936596581,17.2901384243
5.1676861956,8.0808517941,17.2690846442
5.2856863323,8.2726416867,17.2558988060
5.4066698873,8.4689826743,17.2508687996
5.5306971596,8.6698133839,17.2542936753
5.6578233777,8.8750562255,17.2664836215
5.7880982161,9.0846157260,17.2877595588
5.9215652591,9.2983767642,17.3184526097
6.0582614748,9.5162027727,17.3589037711
6.1982165507,9.7379338194,17.4094628594
6.3414522542,9.9633845990,17.4704878765
6.4879817055,10.1923423920,17.5423438698
6.6378085773,10.4245649824,17.6254014138
6.7909262964,10.6597783832,17.7200355059
6.9473171375,10.8976748225,17.8266233436
7.1069512940,11.1379103891,17.9455425680
7.2697858975,11.3801028462,18.0771689611
7.4357639896,11.6238297376,18.2218734257
7.6048134252,11.8686258552,18.3800195564
7.7768457930,12.1139816911,18.5519599151
7.9517552636,12.3593415816,18.7380323397
8.1294174318,12.6041020004,18.9385560581
8.3096881275,12.8476101057,19.1538272759
8.4924022556,13.0891628846,19.3841142368
8.6773726189,13.3280064538,19.6296519837
8.8643887917,13.5633357884,19.8906368960
9.0532160334,13.7942950433,20.1672207391
9.2435942499,14.0199783666,20.4595044527
9.4352370780,14.2394315551,20.7675316352
9.6278310237,14.4516541423,21.0912818493
9.8210348294,14.6556027256,21.4306638330
10.0144788723,14.8501946320,21.7855084797
10.2077649360,15.0343131866,22.1555621813
10.4004659810,15.2068132357,22.5404798335
10.5921264494,15.3665285315,22.9398188666
10.7822625294,15.5122793505,23.3530327139
10.9703631135,15.6428820026,23.7794661717
11.1558906930,15.7571586942,24.2183499370
11.3382830696,15.8539489612,24.6687979963
11.5169550121,15.9321217572,25.1298039594
11.6913007871,15.9905883681,25.6002411595
11.8606966907,16.0283164624,26.0788615993
12.0245044157,16.0443437942,26.5642993434
12.1820745268,16.0377937294,27.0550728166
12.3327506324,16.0078888220,27.5495919233
12.4758738137,15.9539658786,28.0461651685
12.6107874382,15.8754902242,28.5430090847
12.7368424065,15.7720684473,29.0382605990
12.8534026776,15.6434607757,29.5299908605
12.9598509093,15.4895914045,30.0162207952
13.0555943986,15.3105575465,30.4949387034
13.1400710411,15.1066359945,30.9641193290
13.2127552023,14.8782872950,31.4217438121
13.2731636322,14.6261577118,31.8658210214
13.3208609734,14.3510777571,32.2944087805
13.3554650973,14.0540584058,32.7056355645
13.3766519791,13.7362840140,33.0977217738
13.3841599482,13.3991024149,33.4689996324
13.3777935242,13.0440122915,33.8179326630
13.3574263525,12.6726478499,34.1431325234
13.3230035037,12.2867613766,34.4433742223
13.2745429484,11.8882034648,34.7176089381
13.2121360803,11.4789022742,34.9649734660
13.1359475047,11.0608410253,35.1847975347
13.0462138360,10.6360352349,35.3766073883
12.9432417069,10.2065099049,35.5401265659
12.8274049371,9.7742769480,35.6752734851
12.6991409667,9.3413129237,35.7821563393
12.5589465460,8.9095389357,35.8610649066
12.4073728656,8.4808014275,35.9124601917
12.2450201495,8.0568551742,35.9369618165
12.0725318296,7.6393484721,35.9353336454
11.8905884370,7.2298106696,35.9084681390
11.6999012694,6.8296421533,35.8573696384
11.5012059794,6.4401068817,35.7831371491
11.2952561257,6.0623273938,35.6869467685
11.0828169327,5.6972822396,35.5700346804
10.8646591248,5.3458056360,35.4336802079
